assayName,sym,dir,log2fc,adjp
'Pick disease' vs 'normal',NUP85,down,-1.4,8.34667e-05
'Pick disease' vs 'normal',TUSC3,down,-1.6,0.00258098
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',TUSC3,down,-1.3,0.00208411
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TUSC3,down,-1.2,0.00396855
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PYROXD1,up,1.4,0.00511304
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',TCEAL4,down,-1.3,8.47928e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',TCEAL4,down,-1.2,0.0015962
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',SLC35E1,up,1.2,0.000401076
'Pick disease' vs 'normal',SLC35E1,up,1.3,2.5123e-08
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SLC35E1,up,1.6,0.000181145
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SLC35E1,up,1.4,5.35786e-07
'Alzheimers disease' vs 'normal' in 'hippocampus',SLC35E1,up,1.1,0.00547931
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',DHDDS,down,-1.0,0.000428732
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PLPPR3,down,-1.2,0.00111997
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SYNDIG1,down,-1.2,7.68663e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SYNDIG1,down,-1.4,1.65338e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ERMP1,down,-1.6,0.000167155
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PAQR6,up,2.1,8.23456e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',SCD5,down,-1.2,0.00532246
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SCD5,down,-1.7,2.26354e-05
'Pick disease' vs 'normal',ATAT1,down,-1.0,1.69315e-05
'progressive supranuclear palsy' vs 'normal',ZNF767P,down,-1.7,0.00755108
'Pick disease' vs 'normal',ZNF767P,down,-2.1,4.66235e-08
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',WLS,up,1.5,0.0014941
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ELOVL7,up,1.9,0.000196716
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ELOVL7,up,1.1,0.00799328
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CALD1,up,2.4,6.93349e-07
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PCNX2,down,-1.7,4.9454e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PCNXL2,down,-1.7,4.9454e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',DOCK5,down,-1.1,0.00833777
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',DOCK5,up,2.3,4.82805e-06
'Pick disease' vs 'normal',TRAPPC13,down,-1.1,0.00309989
'Pick disease' vs 'normal',WWC2,up,1.3,2.8369e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',C14orf159,down,-1.0,0.00026547
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',DGLUCY,down,-1.0,0.00026547
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',NAA25,up,1.4,0.000226937
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',NRSN2,down,-2.2,0.000118573
'progressive supranuclear palsy' vs 'normal',FBXL18,up,1.2,0.00787302
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SEMA6D,down,-1.5,0.00127282
'Alzheimers disease' vs 'normal' in 'hippocampus',SEMA6D,down,-1.9,0.000797062
'Pick disease' vs 'normal',SEMA6D,down,-1.1,0.00613995
'Pick disease' vs 'normal',CSRNP3,up,1.5,0.00943315
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CSRNP3,down,-1.0,0.00246997
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CSRNP3,down,-1.1,0.000444462
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TRPM3,up,1.7,4.63078e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',TRPM3,up,1.5,0.00300144
'progressive supranuclear palsy' vs 'normal',AC107983.2,up,1.1,0.00787302
'progressive supranuclear palsy' vs 'normal',FAM106A,up,1.1,0.00787302
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',PGAP1,down,-1.2,0.00944918
'Pick disease' vs 'normal',DCAF17,down,-1.3,4.43794e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',MZT2B,down,-1.5,3.28391e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',BAIAP2L2,down,-1.0,0.0042684
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',VCPIP1,down,-1.3,0.00116732
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',RPF1,down,-1.2,0.00238208
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',RPF1,down,-1.1,0.00836182
'Alzheimers disease' vs 'normal' in 'hippocampus',FRAS1,down,-1.0,0.00146178
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',THOC7,down,-1.4,0.00429699
'Alzheimers disease' vs 'normal' in 'hippocampus',UXS1,down,-1.0,0.000410921
'Pick disease' vs 'normal',CENPT,down,-1.6,1.88867e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CENPT,down,-2.0,2.72697e-05
'Pick disease' vs 'normal',NAA15,up,1.0,0.00864112
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PRR36,down,-2.7,3.29332e-06
'Pick disease' vs 'normal',ABHD18,up,1.0,0.00405365
'Pick disease' vs 'normal',C4orf29,up,1.0,0.00405365
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CEP290,down,-1.1,0.00208488
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',BRD3,up,1.2,0.000191735
'Alzheimers disease' vs 'normal' in 'hippocampus',RNF34,down,-1.1,0.000410338
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',RNF34,down,-1.1,6.66623e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',HKDC1,down,-1.0,0.0014052
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',FBXO11,up,1.5,0.000116242
'Pick disease' vs 'normal',FBXO11,up,1.0,6.47648e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',FHOD3,down,-2.0,3.19546e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',FHOD3,down,-1.7,4.41226e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',FHOD3,down,-1.2,0.00258136
'Alzheimers disease' vs 'normal' in 'hippocampus',SPG11,down,-1.1,0.00330118
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SPG11,down,-1.5,0.000613699
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',PROSER1,down,-1.5,0.000389441
'Alzheimers disease' vs 'normal' in 'hippocampus',PROSER1,down,-1.0,0.00876889
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',NUP214,down,-1.2,0.000206367
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ARMC9,up,1.0,0.00724245
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CCDC92,down,-2.1,4.25804e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',TM2D3,down,-1.3,0.0014414
'Pick disease' vs 'normal',TM2D3,down,-1.2,0.00080047
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TM2D3,down,-1.3,0.00395705
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',TM2D3,down,-1.8,0.000248494
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ALPK1,up,1.0,0.000495404
'Alzheimers disease' vs 'normal' in 'hippocampus',COQ10B,down,-1.0,0.00262791
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ACSF2,up,1.0,0.000513789
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',PAAF1,down,-1.6,0.000106621
'Alzheimers disease' vs 'normal' in 'hippocampus',PAAF1,down,-1.3,0.000305948
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ORAI2,up,1.3,0.00113297
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ORAI2,up,1.8,8.46636e-09
'progressive supranuclear palsy' vs 'normal',ORAI2,up,1.2,0.0048395
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ORAI2,up,1.1,0.000230417
'Pick disease' vs 'normal',ORAI2,up,1.5,5.25462e-07
'Alzheimers disease' vs 'normal' in 'hippocampus',WDR26,down,-1.0,0.00351768
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PIGZ,down,-1.0,0.0012229
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',PREX2,up,1.4,0.000298502
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PREX2,up,1.6,0.000245221
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PREX2,up,2.3,0.00034538
'Pick disease' vs 'normal',SLC35F5,down,-1.3,0.000139422
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SLC35F5,up,1.7,0.000105201
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',EFHC2,up,1.0,0.00372419
'Alzheimers disease' vs 'normal' in 'hippocampus',EFHC2,up,1.4,0.00016146
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',STAM,down,-1.9,0.000275873
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',GRPEL1,down,-1.4,0.000462346
'Pick disease' vs 'normal',MLLT10,down,-1.0,7.8883e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',MTERF2,down,-1.2,0.000246342
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',MTERF2,down,-1.1,0.00117737
'Alzheimers disease' vs 'normal' in 'hippocampus',CCDC6,down,-1.4,0.00210102
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CCDC6,down,-1.2,0.006794
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CCDC6,down,-1.4,0.00222464
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PLEKHO2,up,1.4,0.000130003
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',EFHD1,up,1.5,0.00044921
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',EFHD1,up,1.4,7.74988e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',EFHD1,up,1.1,0.0017429
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',MED28,up,1.4,0.000420296
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SPHKAP,down,-2.0,0.00353513
'Pick disease' vs 'normal',SPHKAP,down,-1.7,0.00287324
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',NCOA4,down,-1.2,0.00250888
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',LRRC27,down,-1.2,4.15924e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',EPC1,up,2.1,5.20861e-08
'Alzheimers disease' vs 'normal' in 'hippocampus',EPC1,up,1.4,1.74009e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',EPC1,up,1.0,0.00125912
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',EPC1,up,2.0,7.33583e-06
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CPEB4,up,1.7,9.71791e-05
'Pick disease' vs 'normal',CPEB4,up,1.3,0.000244063
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CPEB4,up,1.5,0.00739731
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',GKAP1,up,1.4,3.79377e-07
'Pick disease' vs 'normal',GKAP1,up,1.0,3.72258e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',GKAP1,up,1.8,0.000184469
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CXXC4,down,-1.1,8.84656e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PUS1,down,-1.4,3.28391e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ULBP2,down,-1.1,0.0039138
'Alzheimers disease' vs 'normal' in 'hippocampus',DNAJC5,down,-1.1,0.000295364
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',DNAJC5,down,-1.0,0.00377841
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ADAM33,up,1.7,2.05564e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ADAM33,up,1.3,0.000500924
'Alzheimers disease' vs 'normal' in 'hippocampus',ADAM33,up,1.2,0.000778546
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ADAM33,up,1.3,5.79313e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCNIP4,down,-2.7,8.7036e-06
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNIP4,down,-1.4,0.00174723
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PABPC1L,up,1.0,0.000450798
'Pick disease' vs 'normal',SLC25A16,down,-1.0,0.00219204
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SLC25A16,down,-2.1,0.000687911
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ZSCAN16,down,-1.1,0.000199183
'Alzheimers disease' vs 'normal' in 'hippocampus',SHOC2,down,-1.3,0.0013122
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CALM2,down,-1.0,0.000282162
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CUL5,down,-1.3,0.000463256
'Alzheimers disease' vs 'normal' in 'hippocampus',TSGA10,up,1.0,0.000730015
'Alzheimers disease' vs 'normal' in 'hippocampus',SLC35G2,down,-1.5,0.0065118
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SLC35G2,down,-2.4,2.26354e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PTP4A2,up,1.5,4.98654e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',PRR3,down,-1.4,1.47687e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KHDC1,down,-1.0,0.00317916
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',KHDC1,down,-1.1,0.00013935
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',NDFIP1,down,-1.2,0.000489485
'Pick disease' vs 'normal',NDFIP1,down,-1.3,0.00207964
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',NDFIP1,down,-1.2,0.0028987
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',THAP7,down,-1.4,5.97004e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CPTP,down,-1.5,0.00161063
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ZNF34,down,-1.5,2.11697e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',COL18A1,down,-1.1,0.000227539
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',MLF2,down,-1.5,0.000120179
'Alzheimers disease' vs 'normal' in 'hippocampus',CMIP,up,1.3,3.4548e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CMIP,up,1.1,5.01997e-05
'Pick disease' vs 'normal',CALM3,down,-1.1,9.43976e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CALM3,down,-1.8,8.87655e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CALM3,down,-1.6,0.00137756
'Pick disease' vs 'normal',CEP44,down,-1.3,0.000804022
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SSPN,up,2.2,3.73162e-06
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',SSPN,up,1.1,0.00044921
'Alzheimers disease' vs 'normal' in 'hippocampus',DDHD1,up,1.0,0.00272655
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ZFP91,down,-1.4,4.61112e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KDM7A,up,1.1,0.00926837
'Alzheimers disease' vs 'normal' in 'hippocampus',KDM7A,down,-1.4,0.00031625
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SETD7,up,1.1,0.00103366
'progressive supranuclear palsy' vs 'normal',POLR1HASP,down,-1.8,0.00755108
'progressive supranuclear palsy' vs 'normal',ZNRD1ASP,down,-1.8,0.00755108
'Pick disease' vs 'normal',POLR1HASP,down,-2.0,7.63504e-07
'Pick disease' vs 'normal',ZNRD1ASP,down,-2.0,7.63504e-07
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PRRT1,down,-1.5,0.000118573
'Alzheimers disease' vs 'normal' in 'hippocampus',FXR1,up,2.2,5.87406e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',FXR1,up,2.3,1.39728e-07
'Alzheimers disease' vs 'normal' in 'hippocampus',ILKAP,down,-1.2,3.7401e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',NPL,up,1.7,1.36138e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ZBP1,down,-1.0,0.000965174
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',COLEC12,up,1.4,0.00367892
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',COLEC12,up,1.8,0.000767167
'Pick disease' vs 'normal',AP3B2,down,-1.8,0.0019337
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',AP3B2,down,-1.4,0.00121188
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',AP3B2,down,-1.4,0.000234627
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',GAN,up,1.6,4.97311e-06
'Pick disease' vs 'normal',CAMK4,down,-1.5,0.00846661
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CAMK4,down,-1.0,0.00547952
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CAMK4,down,-1.5,0.000359454
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SLC7A5,up,1.0,0.00274947
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',PTDSS2,down,-1.2,0.000175067
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',PTDSS2,up,1.0,0.000128138
'Pick disease' vs 'normal',ITFG1,down,-1.9,9.96284e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SLC38A1,down,-1.3,0.000308877
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TMX1,up,2.1,1.79607e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',STMN4,down,-1.1,0.000746099
'Pick disease' vs 'normal',STMN4,down,-1.5,0.00654182
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',STMN4,down,-1.7,7.77188e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',STMN4,down,-1.2,0.000890772
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',VOPP1,down,-1.2,0.000173676
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',VOPP1,down,-1.2,6.37603e-07
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CSRNP2,down,-1.7,0.00619943
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CSRNP2,down,-1.3,0.000150922
'Pick disease' vs 'normal',CSRNP2,down,-1.4,0.00016136
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CSRNP2,down,-1.3,0.00277512
'Pick disease' vs 'normal',ANKRD13C,down,-1.2,0.000178939
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',APOLD1,up,1.9,9.59628e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',APOLD1,up,1.4,0.00300985
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',COL21A1,up,1.4,0.00120364
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CAMK2B,down,-1.7,0.000500193
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CAMK2B,down,-1.3,0.000131382
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',CDADC1,down,-1.1,0.00202039
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',TRIM8,up,1.5,0.000298502
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TRIM8,up,1.5,9.7237e-06
'Alzheimer's disease' vs 'normal',LBH,down,-1.1,0.00381046
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',FIP1L1,down,-1.1,0.00424355
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',FIP1L1,up,1.1,0.00564472
'Alzheimers disease' vs 'normal' in 'hippocampus',FIP1L1,up,1.0,3.0856e-05
'Pick disease' vs 'normal',SNX27,up,1.1,0.000457342
'Alzheimers disease' vs 'normal' in 'hippocampus',SNX27,up,1.4,3.93048e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',COIL,down,-1.2,0.00239341
'Alzheimers disease' vs 'normal' in 'hippocampus',COIL,down,-1.2,0.00341499
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ANP32E,up,1.3,7.82715e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',TMEM163,down,-1.7,0.00445225
'Alzheimers disease' vs 'normal' in 'hippocampus',ITM2C,down,-1.2,0.000778754
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ITM2C,down,-1.4,0.00522435
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',MAP1LC3B,down,-1.5,0.000790841
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',MAP1LC3B,down,-1.8,4.04831e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',MAP1LC3B,down,-1.4,0.000872461
'progressive supranuclear palsy' vs 'normal',CCNL2,down,-1.8,0.0079404
'Pick disease' vs 'normal',CCNL2,down,-2.3,1.88867e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',VMP1,down,-1.8,0.000114626
'Alzheimers disease' vs 'normal' in 'hippocampus',C6orf62,down,-1.1,0.000188072
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ISCA1,down,-1.4,0.00131504
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',AC004381.6,down,-1.1,3.27279e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',REXO5,down,-1.1,3.27279e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CAMK2D,down,-1.3,0.00145471
'Pick disease' vs 'normal',CAMK2D,down,-1.1,0.00637944
'Alzheimers disease' vs 'normal' in 'hippocampus',PPP1R14C,down,-1.2,0.00299346
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PPP1R14C,down,-1.6,0.000194971
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',PPP1R14C,down,-1.1,0.00153836
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SF3A2,down,-1.6,0.000733221
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ADAMTS10,down,-1.0,0.00906727
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CAMK2G,down,-1.3,0.00105115
'Alzheimers disease' vs 'normal' in 'hippocampus',CAMK2G,down,-1.1,0.00982563
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',NETO2,down,-1.1,0.0080515
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',NETO2,down,-1.2,0.00330239
'Pick disease' vs 'normal',NETO2,down,-1.5,0.00935909
'Pick disease' vs 'normal',VANGL1,up,1.0,0.00271275
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TRIM56,up,1.8,0.000327165
