disease,study,title,tech,pmid
http://purl.org/okn/wobd/Disease/acute_liver_damage,http://purl.org/okn/wobd/study/E-MTAB-9864,INSIG1 in NASH pathophysiology and in the hepatic wound-healing response,,
http://purl.org/okn/wobd/Disease/acute_monocytic_leukemia,http://purl.org/okn/wobd/study/E-GEOD-27187,Transcription profiling of acute monocytic leukemia (AML-M5) patients with DNMT3A mutations,,21399634.0
http://purl.org/okn/wobd/Disease/acute_oropharyngeal_candidiasis,http://purl.org/okn/wobd/study/E-MTAB-4167,Antibody blockade of IL-17-family cytokines in immunity to acute murine oral mucosal candidiasis,,
http://purl.org/okn/wobd/Disease/acute_pouchitis,http://purl.org/okn/wobd/study/E-GEOD-65270,Microarray analysis from paired biopsies from ileal pouch-anal anastomosis surgery patients with ulcerative colitis and familial adenomatous polyposis,,25887922.0
http://purl.org/okn/wobd/Disease/acute_promyelocytic_leukemia,http://purl.org/okn/wobd/study/E-MTAB-10267,All-trans retinoic reduces the levels of cardiolipins in the NB4 acute promyelocytic leukemia cell-line affecting the autophagy and differentiation responses,,35013142.0
http://purl.org/okn/wobd/Disease/adenocarcinoma_HER2%2FERBB2_transfectant_of_MDA-MB-435_melanoma,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://purl.org/okn/wobd/Disease/adenocarcinoma_prostate_PC-3_subline_isolated_from_liver_metastasis_in_mice,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://purl.org/okn/wobd/Disease/adenocarcinoma%2C_breast_grown_from_mouse_mammary_fat_pad,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://purl.org/okn/wobd/Disease/adenovirus_infection,http://purl.org/okn/wobd/study/E-MTAB-11671,RNA-Sequencing of whole blood samples from children with a range of acute febrile illnesses,,
http://purl.org/okn/wobd/Disease/adult_high_grade_glioma,http://purl.org/okn/wobd/study/E-GEOD-66354,Investigation of the mechansim underlying the inflammatory phenotype in Group A ependymoma,,
http://purl.org/okn/wobd/Disease/Aicardi-Goutières_syndrome,http://purl.org/okn/wobd/study/E-MTAB-7087,Reverse transcriptase inhibitors in Aicardi-Goutières syndrome,,
http://purl.org/okn/wobd/Disease/AIDs_related_Burkitts_lymphoma,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://purl.org/okn/wobd/Disease/Alzheimer’s_disease,http://purl.org/okn/wobd/study/E-PROT-84,Sex differences in the molecular signature of the developing mouse hippocampus,,28302071.0
http://purl.org/okn/wobd/Disease/Alzheimers_disease,http://purl.org/okn/wobd/study/E-GEOD-6613,"Transcription profiling of human patients with Parkinsons disease (50), 33 patients with neurodegenerative diseases other than PD, and 23 healthy controls",,17215369.0
http://purl.org/okn/wobd/Disease/amyotrophic_lateral_sclerosis_with_C9orf72_repeat_expansion,http://purl.org/okn/wobd/study/E-GEOD-67196,Distinct brain transcriptome profiles in c9orf72-associated and sporadic ALS,,26192745.0
http://purl.org/okn/wobd/Disease/amyotrophic_lateral_sclerosis_without_C9orf72_repeat_expansion,http://purl.org/okn/wobd/study/E-GEOD-67196,Distinct brain transcriptome profiles in c9orf72-associated and sporadic ALS,,26192745.0
http://purl.org/okn/wobd/Disease/amyotrophic_lateral_sclerosis,http://purl.org/okn/wobd/study/E-GEOD-67196,Distinct brain transcriptome profiles in c9orf72-associated and sporadic ALS,,26192745.0
http://purl.org/okn/wobd/Disease/aortic_valve_calcification;_aortic_stenosis,http://purl.org/okn/wobd/study/E-MTAB-11354,"Aortic valve transcriptome in CHIP, non-CHIP and non-calcific controls.",,
http://purl.org/okn/wobd/Disease/apparent_mineralocorticoid_excess_syndrome,http://purl.org/okn/wobd/study/E-MTAB-10478,Kidney RNAseq data from adult F344 and Hsd11b2 knockout rats (Model of SAME),,
http://purl.org/okn/wobd/Disease/asymptomatic_Alzheimers_disease,http://purl.org/okn/wobd/study/E-PROT-51,Proteome analysis of the drosolateral prefrontal cortex of human brain from Adult Changes in Thought Study collection,,32284590.0
http://purl.org/okn/wobd/Disease/asymptomatic_Alzheimers_disease,http://purl.org/okn/wobd/study/E-PROT-53,Proteome analysis of the drosolateral prefrontal cortex of human brain from Adult Changes in Thought Study collection,,32284590.0
http://purl.org/okn/wobd/Disease/asymptomatic_Alzheimers_disease,http://purl.org/okn/wobd/study/E-PROT-54,Protein expression in the dorsolateral prefrontal cortex brain samples from the Baltimore Longitudinal Study of Aging (BLSA),,32284590.0
http://purl.org/okn/wobd/Disease/asymptomatic_Alzheimers_disease,http://purl.org/okn/wobd/study/E-PROT-55,Protein expression in precuneus cortex brain samples from the Baltimore Longitudinal Study of Aging (BLSA),,32284590.0
http://purl.org/okn/wobd/Disease/asymptomatic_Alzheimers_disease,http://purl.org/okn/wobd/study/E-PROT-57,The Mount Sinai cohort of large-scale proteomic data in Alzheimer's disease,,30204156.0
http://purl.org/okn/wobd/Disease/autoimmune_pancreatitis_type_1,http://purl.org/okn/wobd/study/E-MTAB-7337,RNA-Seq of isolated pancreatic stellate cells from mice with autoimmune pancreatitis and chronic pancreatitis,,
http://purl.org/okn/wobd/Disease/autosomal_dominant_monocytopenia,http://purl.org/okn/wobd/study/E-GEOD-16020,Transcription profiling of polymorphonuclear leukocyte from patients affected with autosomal dominant monocytopenia and an increased susceptibility to mycobacterial infection.,,20040766.0
http://purl.org/okn/wobd/Disease/azoxymethane_induced_colon_tumor_model,http://purl.org/okn/wobd/study/E-GEOD-6102,Transcription profiling of rat colon exposed to soy or whey proteins,,15644144.0
http://purl.org/okn/wobd/Disease/bacterial_disease,http://purl.org/okn/wobd/study/E-CURD-146,Diagnosis of multisystem inflammatory syndrome in children (MIS-C) by a whole-blood transcriptional signature,,37255317.0
http://purl.org/okn/wobd/Disease/BCR-ABL1-driven_ALL,http://purl.org/okn/wobd/study/E-GEOD-30883,Role and function of Bach2 in BCR-ABL1 driven pre-B ALL,,23852341.0
http://purl.org/okn/wobd/Disease/Biliary_atresia,http://purl.org/okn/wobd/study/E-GEOD-15235,Staging of biliary atresia at diagnosis by molecular profiling of the liver,,20465800.0
http://purl.org/okn/wobd/Disease/Biliary_atresia,http://purl.org/okn/wobd/study/E-GEOD-46960,Comprehensive gene expression profile of human livers from patients with biliary atresia at the time of diagnosis and the corresponding disease and normal controls,,24493287.0
http://purl.org/okn/wobd/Disease/BK_viremia,http://purl.org/okn/wobd/study/E-GEOD-72925,Intragraft anti-viral-specific gene expression as a distinctive transcriptional signature for polyomavirus-associated nephropathy,,27140517.0
http://purl.org/okn/wobd/Disease/brain_carcinoma,http://purl.org/okn/wobd/study/E-GEOD-56940,Expression data for T47D cells treated with 2mM hydroxyurea,,
http://purl.org/okn/wobd/Disease/breast_cancer,http://purl.org/okn/wobd/study/E-GEOD-27447,FZD7 Plays a Critical Role in Triple Negative Breast Cancer Proliferation,,21532620.0
http://purl.org/okn/wobd/Disease/breast_cancer,http://purl.org/okn/wobd/study/E-GEOD-38959,"Gene expression profiling of triple negative breast cancer, normal ductal cells, and normal tissues",,23254957.0
http://purl.org/okn/wobd/Disease/breast_cancer,http://purl.org/okn/wobd/study/E-GEOD-43306,Translating transcriptome of cancer cells in situ in mesenchymal-rich tumor microenvironment,,23993096.0
http://purl.org/okn/wobd/Disease/breast_cancer,http://purl.org/okn/wobd/study/E-MTAB-1900,Differential effects of antofine N-oxide on solid tumor and leukemia cells,,
http://purl.org/okn/wobd/Disease/breast_carcinoma,http://purl.org/okn/wobd/study/E-GEOD-16070,Networking of differentially expressed genes in human MCF7 breast cancer cells resistant to methotrexate,,19732436.0
http://purl.org/okn/wobd/Disease/breast_carcinoma,http://purl.org/okn/wobd/study/E-GEOD-35031,Estrogen receptors in breast cancer stem cells,,
http://purl.org/okn/wobd/Disease/breast_carcinoma,http://purl.org/okn/wobd/study/E-MTAB-2209,expression array,,
http://purl.org/okn/wobd/Disease/cancer_associated_fibroblast,http://purl.org/okn/wobd/study/E-GEOD-38678,Cancer-Associated Fibroblasts Support Lung Cancer Stemness through Paracrine IGF-II/IGF1R/Nanog Signaling,,24668028.0
http://purl.org/okn/wobd/Disease/carcinoma,http://purl.org/okn/wobd/study/E-GEOD-75797,Image based identification and targeting of cancer stem cells in pancreatic adenocarcinoma (PDAC),,27281208.0
http://purl.org/okn/wobd/Disease/chronic_allograft_nephropathy,http://purl.org/okn/wobd/study/E-GEOD-9493,Transcriptomic analyses of renal allograft biopsies reveal conserved rejection signatures and molecular pathways,,19017305.0
http://purl.org/okn/wobd/Disease/chronic_myelogenous_%28blast_crisis%29_leukemia,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://purl.org/okn/wobd/Disease/chronic_myelomonocytic_leukemia_type_1,http://purl.org/okn/wobd/study/E-GEOD-61162,Specific molecular signatures underlie response to decitabine in CMML [RNA-seq],,25822018.0
http://purl.org/okn/wobd/Disease/chronic_myelomonocytic_leukemia_type_2,http://purl.org/okn/wobd/study/E-GEOD-61162,Specific molecular signatures underlie response to decitabine in CMML [RNA-seq],,25822018.0
http://purl.org/okn/wobd/Disease/clinically_isolated_syndrome,http://purl.org/okn/wobd/study/E-GEOD-14895,The trait of MS: Altered transcription regulation of nuclear receptors networks operate in the pre-disease state,,20079437.0
http://purl.org/okn/wobd/Disease/collagen_antibody-induced_arthritis,http://purl.org/okn/wobd/study/E-MTAB-7853,Microarray of dorsal root ganglia from control and collagen antibody-induced arthritis (CAIA) male mice,,
http://purl.org/okn/wobd/Disease/colon_adenocarcinoma,http://purl.org/okn/wobd/study/E-PROT-102,"Proteomic approach for searching of universal, tissue-specific and line-specific markers of extracellular vesicles in lung and colorectal adenocarcinoma cell lines: whole cell lysate vs. extracellular vesicles",,32916986.0
http://purl.org/okn/wobd/Disease/colon_carcinoma,http://purl.org/okn/wobd/study/E-PROT-102,"Proteomic approach for searching of universal, tissue-specific and line-specific markers of extracellular vesicles in lung and colorectal adenocarcinoma cell lines: whole cell lysate vs. extracellular vesicles",,32916986.0
http://purl.org/okn/wobd/Disease/colon_hyperplastic_polyp,http://purl.org/okn/wobd/study/E-GEOD-76987,"RNA-seq of 21 sessile serrated colon adenoma/polyps, 10 hyperplastic polyps, 10 adenomas, 21 uninvolved colon and 20 control colon specimens",,27026680.0
http://purl.org/okn/wobd/Disease/colorectal_adenocarcinoma;_colon_carcinoma;,http://purl.org/okn/wobd/study/E-CURD-115,Gene expression profiling of HhAntag-treated pancreatic xenografts - human dataset,,18754008.0
http://purl.org/okn/wobd/Disease/colorectal_cancer,http://purl.org/okn/wobd/study/E-MTAB-2510,Resistance to PI3K/mTOR inhibitor PF-04691502 in KRAS mutant colorectal cancer models reveals a sensitivity to combination with EGFR inhibition,,25389372.0
http://purl.org/okn/wobd/Disease/colorectal_carcinoma,http://purl.org/okn/wobd/study/E-MTAB-7393,mRNA-seq of HCT116 USP22 knockdown cells,,
http://purl.org/okn/wobd/Disease/compensated_hypertrophy,http://purl.org/okn/wobd/study/E-PROT-46,Characterization of proteomic changes in human heart failure,,29892068.0
http://purl.org/okn/wobd/Disease/coronal_craniosynostosis,http://purl.org/okn/wobd/study/E-GEOD-55282,Characterization of distinct classes of differential gene expression in osteoblast cultures from non-syndromic craniosynostosis bone,,25184005.0
http://purl.org/okn/wobd/Disease/cortical_ischemic_stroke,http://purl.org/okn/wobd/study/E-GEOD-56267,The age and genomic integrity of neurons after cortical stroke in humans,,24747576.0
http://purl.org/okn/wobd/Disease/corticobasal_degeneration,http://purl.org/okn/wobd/study/E-GEOD-6613,"Transcription profiling of human patients with Parkinsons disease (50), 33 patients with neurodegenerative diseases other than PD, and 23 healthy controls",,17215369.0
http://purl.org/okn/wobd/Disease/Crohn’s_disease-like_phenotype,http://purl.org/okn/wobd/study/E-GEOD-65270,Microarray analysis from paired biopsies from ileal pouch-anal anastomosis surgery patients with ulcerative colitis and familial adenomatous polyposis,,25887922.0
http://purl.org/okn/wobd/Disease/cyclophosphamide-induced_cystitis,http://purl.org/okn/wobd/study/E-GEOD-55986,Expression data from mouse whole bladders of cyclophosphamide-induced cystitis,,25099633.0
http://purl.org/okn/wobd/Disease/decompression_sickness,http://purl.org/okn/wobd/study/E-MTAB-10388,Acute effects on the human peripheral blood transcriptome of decompression sickness secondary to scuba diving,,
http://purl.org/okn/wobd/Disease/dermatitis,http://purl.org/okn/wobd/study/E-PROT-150,The proteome of hand eczema assessed by tape stripping,,36773646.0
http://purl.org/okn/wobd/Disease/diabetic_nephropathy,http://purl.org/okn/wobd/study/E-GEOD-1009,Gene expression profiling in glomeruli from human kidneys with diabetic nephropathy,,15042541.0
http://purl.org/okn/wobd/Disease/diffuse_gastric_adenocarcinoma,http://purl.org/okn/wobd/study/E-MTAB-4736,Identification of genes modulated by histone acetylation in gastric cancer.,,
http://purl.org/okn/wobd/Disease/diffuse_intrinsic_pontine_glioma,http://purl.org/okn/wobd/study/E-MTAB-8243,"RNA-seq in HSJD-DIPG-007 cells treated with JQ1, ICG-001, JQ1 and ICG-001 and DMSO as control.",,
http://purl.org/okn/wobd/Disease/diffuse_large_B-cell_lymphoma,http://purl.org/okn/wobd/study/E-GEOD-45838,Knock-down of BCL6 expression in human Diffuse Large B-Cell Lymphoma cell lines,,
http://purl.org/okn/wobd/Disease/DMBA-induced_mammary_tumor,http://purl.org/okn/wobd/study/E-MTAB-3541,Transcription profiling by array of rat experimental tumours to study the effects of dietary lipids,,
http://purl.org/okn/wobd/Disease/Down_syndrome,http://purl.org/okn/wobd/study/E-MTAB-10604,A transcriptome analysis study with the focus on the role of long non-coding RNAs in Down syndrome subjects,,
http://purl.org/okn/wobd/Disease/Downs_syndrome,http://purl.org/okn/wobd/study/E-MTAB-10604,A transcriptome analysis study with the focus on the role of long non-coding RNAs in Down syndrome subjects,,
http://purl.org/okn/wobd/Disease/Duchenne_muscular_dystrophy,http://purl.org/okn/wobd/study/E-MTAB-10322,Loss of full-length dystrophin expression causes major cell-autonomous abnormalities in proliferating myoblasts,,36164827.0
http://purl.org/okn/wobd/Disease/ductal_adenocarcinoma,http://purl.org/okn/wobd/study/E-PROT-66,Quantification of Proteome heterogeneity in benign and malignant prostate tissues,,30090875.0
http://purl.org/okn/wobd/Disease/ductal_carcinoma_in_situ,http://purl.org/okn/wobd/study/E-GEOD-35031,Estrogen receptors in breast cancer stem cells,,
http://purl.org/okn/wobd/Disease/endometrial_cancer,http://purl.org/okn/wobd/study/E-MTAB-10338,Pharmacological inhibition of 17β-hydroxysteroid dehydrogenase inhibits endometrial cancer growth in an orthotopic xenograft mouse model,,33762202.0
http://purl.org/okn/wobd/Disease/epidermoid_urothelial_carcinoma,http://purl.org/okn/wobd/study/E-MTAB-1940,Expression profile of non-muscle invasive (superficial) bladder carcinoma,,25456126.0
http://purl.org/okn/wobd/Disease/epithelial_tumor_of_colon,http://purl.org/okn/wobd/study/E-MTAB-10416,Suppression of HSF1 activity by wildtype p53 creates a driving force for p53 loss-of-heterozygosity,,
http://purl.org/okn/wobd/Disease/essential_tremor,http://purl.org/okn/wobd/study/E-GEOD-6613,"Transcription profiling of human patients with Parkinsons disease (50), 33 patients with neurodegenerative diseases other than PD, and 23 healthy controls",,17215369.0
