traitLabel,entrez,sym,weight,scoreType,method
cognitive decline measurement,25902,MTHFD1L,2.57,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,30814,PLA2G2E,2.01,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,23190,UBXN4,1.98,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3400,ID4,1.31,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,4045,LSAMP,2.14,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,23670,TMEM2,1.54,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,2530,FUT8,1.86,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,23177,CEP68,2.35,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3852,KRT5,1.37,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3930,LBR,1.16,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,259,AMBP,1.73,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,4092,SMAD7,1.45,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,4116,MAGOH,1.09,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3082,HGF,2.84,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,257194,NEGR1,1.6,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,375567,VWC2,2.48,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3055,HCK,1.26,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,375611,SLC26A5,1.45,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3458,IFNG,1.81,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3853,KRT6A,1.16,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,3703,STT3A,1.07,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,26064,RAI14,1.37,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,445347,TARP,2.52,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,283659,PRTG,2.75,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,4094,MAF,1.55,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55215,FANCI,1.12,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6416,MAP2K4,1.42,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5307,PITX1,1.47,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6531,SLC6A3,1.97,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54361,WNT4,1.43,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,56954,NIT2,1.97,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5784,PTPN14,1.13,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57409,MIF4GD,1.17,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,51081,MRPS7,1.02,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,653489,RGPD3,1.42,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,51531,C9orf156,1.35,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55063,ZCWPW1,1.06,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54205,CYCS,2.02,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55647,RAB20,2.24,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57829,ZP4,2.76,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5101,PCDH9,1.33,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,643236,TMEM72,1.09,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5244,ABCB4,3.19,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54987,C1orf123,1.14,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55357,TBC1D2,1.7,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5897,RAG2,1.27,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55752,SEPT11,1.25,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54801,HAUS6,1.41,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54575,UGT1A10,1.38,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54576,UGT1A8,2.07,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55230,USP40,3.06,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55847,CISD1,1.64,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,56204,FAM214A,2.15,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,646892,SH2D7,1.14,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,475,ATOX1,1.1,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5789,PTPRD,1.63,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5343,PLGLB1,1.28,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54536,EXOC6,1.54,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5342,PLGLB2,1.3,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55314,TMEM144,1.47,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,51637,C14orf166,2.85,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55363,HEMGN,1.26,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55733,HHAT,2.21,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,64682,ANAPC1,2.18,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57453,DSCAML1,2.52,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55603,TENT5A,1.82,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57561,ARRDC3,1.36,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,56257,MEPCE,1.05,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57626,KLHL1,3.33,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,51102,MECR,1.14,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6275,S100A4,1.42,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,56256,SERTAD4,1.06,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6274,S100A3,1.39,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5428,POLG,3.19,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6509,SLC1A4,1.72,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,51334,PRR16,2.2,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6273,S100A2,1.15,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6276,S100A5,1.46,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57172,CAMK1G,1.48,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,58503,PROL1,1.1,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6277,S100A6,1.5,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,56934,CA10,2.07,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55740,ENAH,2.28,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,58478,ENOPH1,1.86,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55784,MCTP2,2.28,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,60386,SLC25A19,1.41,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5361,PLXNA1,1.38,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5144,PDE4D,1.89,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6136,RPL12,1.43,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5320,PLA2G2A,1.09,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,51747,LUC7L3,1.02,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6263,RYR3,1.77,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,54861,SNRK,2.29,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,4685,NCAM2,1.06,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6326,SCN2A,3.34,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,55781,RIOK2,1.71,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5579,PRKCB,3.12,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,57685,CACHD1,1.82,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,5788,PTPRC,2.64,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,85460,ZNF518B,1.46,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,83879,CDCA7,1.91,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,84632,AFAP1L2,1.24,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7827,NPHS2,1.22,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,80315,CPEB4,1.82,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,85301,COL27A1,2.52,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7913,DEK,1.59,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,92482,BBIP1,1.18,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,79718,TBL1XR1,1.22,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,79694,MANEA,1.8,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,8988,HSPB3,2.28,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,84181,CHD6,1.36,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,868,CBLB,1.1,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9162,DGKI,2.27,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6769,STAC,2.15,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7633,ZNF79,2.09,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,79605,PGBD5,1.61,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9695,EDEM1,1.47,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,90678,LRSAM1,1.42,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,81624,DIAPH3,1.45,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6664,SOX11,1.41,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7516,XRCC2,1.54,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9369,NRXN3,1.56,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,84107,ZIC4,2.32,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,963,CD53,2.55,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,729250,PRR20E,1.34,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6885,MAP3K7,1.99,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9933,KIAA0020,3.31,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6781,STC1,1.55,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9538,EI24,1.22,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,d8861e47f12e04219d99,MPP6,2.19,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,91522,COL23A1,1.58,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7436,VLDLR,2.41,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,90576,ZNF799,1.06,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,8613,PPAP2B,1.54,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,80319,CXXC4,2.69,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,79750,ZNF385D,2.53,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9867,PJA2,1.58,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6840,SVIL,1.9,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,79953,SYNDIG1,1.91,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,65983,GRAMD3,3.09,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,79923,NANOG,1.35,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9693,RAPGEF2,2.52,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,6660,SOX5,1.27,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,9868,TOMM70,1.1,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7090,TLE3,1.45,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,8803,SUCLA2,3.33,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7010,TEK,2.2,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,8036,SHOC2,1.17,PIGEANCombinedScore,PIGEAN
cognitive decline measurement,7545,ZIC1,1.2,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,23105,FSTL4,1.86,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1647,GADD45A,1.07,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,221981,THSD7A,1.35,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10347,ABCA7,2.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,221908,PPP1R35,1.26,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,157773,C8orf48,1.64,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,143187,VTI1A,1.73,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1636,ACE,3.58,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,116449,CLNK,1.94,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,2131,EXT1,1.2,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,2263,FGFR2,1.12,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,147339,C18orf25,1.36,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1942,EFNA1,1.33,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,114134,SLC2A13,1.2,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,114907,FBXO32,1.4,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,2206,MS4A2,1.41,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10274,STAG1,1.14,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10124,ARL4A,1.23,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1378,CR1,1.48,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,200150,PLD5,1.03,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10418,SPON1,1.57,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,100126296,MIR298,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1761,DMRT1,1.05,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10655,DMRT2,1.39,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,20,ABCA2,1.44,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10452,TOMM40,1.38,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,102,ADAM10,1.7,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1373,CPS1,1.13,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,2043,EPHA4,1.28,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10313,RTN3,1.7,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10972,TMED10,1.19,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10123,ARL4C,2.17,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1139,CHRNA7,1.29,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1859,DYRK1A,1.08,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,124961,ZFP3,1.52,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,10268,RAMP3,1.05,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,22834,ZNF652,1.08,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1454,CSNK1E,1.24,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,118430,MUCL1,1.58,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1537,CYC1,1.12,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1379,CR1L,3.63,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1534,CYB561,1.23,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,1191,CLU,4.64,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,4311,MME,1.42,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,23385,NCSTN,1.87,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3458,IFNG,1.37,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,29990,PILRB,1.62,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,29992,PILRA,1.79,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,388552,BLOC1S3,1.97,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3459,IFNGR1,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,23163,GGA3,1.4,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,407024,MIR29B1,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3117,HLA-DQA1,1.84,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,388336,SHISA6,1.12,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,341,APOC1,1.32,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,327,APEH,1.23,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,348,APOE,4.13,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,407021,MIR29A,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3479,IGF1,1.69,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,407026,MIR29C,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,4248,MGAT3,1.26,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3119,HLA-DQB1,1.7,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,284353,NKPD1,2.25,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,347731,LRRTM3,1.2,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,25825,BACE2,1.29,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,284352,PPP1R37,1.09,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,2931,GSK3A,1.23,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,406949,MIR15B,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,23683,PRKD3,1.02,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,27324,TOX3,1.03,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,390259,BSX,1.25,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,26135,SERBP1,1.04,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,406944,MIR153-1,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,23621,BACE1,1.71,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,27133,KCNH5,1.47,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,406989,MIR206,1.29,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,26873,OPLAH,1.12,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,23607,CD2AP,1.16,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3123,HLA-DRB1,1.61,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,407012,MIR24-1,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,256380,SCML4,1.3,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,286336,FAM78A,1.72,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3416,IDE,1.25,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,274,BIN1,6.39,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,442907,MIR339,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,3981,LIG4,1.41,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,283652,SLC24A5,1.51,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,351,APP,1.02,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,406962,MIR186,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,27164,SALL3,1.3,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,55054,ATG16L1,1.25,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,54629,FAM63B,1.68,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5972,REN,1.27,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5300,PIN1,1.39,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,50508,NOX3,1.05,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,54664,TMEM106B,2.27,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,6156,RPL30,1.49,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51649,MRPS23,1.36,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,4837,NNMT,1.13,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5245,PHB,1.08,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51099,ABHD5,1.45,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51107,APH1A,1.32,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51435,SCARA3,1.32,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,57142,RTN4,1.6,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51471,NAT8B,1.3,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,54103,GSAP,1.28,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,619556,MIR455,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,55740,ENAH,1.19,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,6096,RORB,1.01,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51338,MS4A4A,1.41,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51776,MAP3K20,1.25,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5621,PRNP,1.88,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,494323,MIR361,1.31,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,56923,NMUR2,1.17,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,6555,SLC10A2,2.15,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,51523,CXXC5,1.52,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,64231,MS4A6A,2.36,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,55799,CACNA2D3,2.16,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,4899,NRF1,1.84,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5617,PRL,2.34,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5664,PSEN2,1.18,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,5663,PSEN1,1.27,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,54512,EXOSC4,1.17,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,55063,ZCWPW1,1.44,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,55068,ENOX1,1.28,PIGEANCombinedScore,PIGEAN
Family history of Alzheimer's Disease,56257,MEPCE,1.37,PIGEANCombinedScore,PIGEAN
