gene,n_sources,sources,evidence_types,n_evidence_types,curated,genetic,differential,secondary_support,n_secondary,pigean_score,n_uniprot_variants,de_regions,de_direction,de_conflict,druggable,drugs,biotype,score,tier
BCCIP,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,non-coding RNA,14.0,B
CCKBR,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
CDH18,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
CUL3,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
DGKB,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
DOCK3,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
EFHD1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
ELAVL3,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
ENO1,2,gene-expression-atlas-okn;rdkg,curated knowledge;differential molecular activity,2,1,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
FHOD3,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
GATB,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
GFAP,2,gene-expression-atlas-okn;spoke-okn,curated knowledge;differential molecular activity,2,1,0,1,DE >=2 regions,1,,0,3,up,0,0,,non-coding RNA,14.0,B
HACL1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
HECW1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
INO80D,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
ITGB5,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
KIF1B,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
KIF3B,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
MXI1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
NAV2,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
NDUFAB1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
NRXN2,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,1,0,,protein-coding,14.0,B
NUP85,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
PCCA,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
PECAM1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
PGRMC1,2,gene-expression-atlas-okn;rdkg,curated knowledge;differential molecular activity,2,1,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
SFT2D2,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
SOD1,2,gene-expression-atlas-okn;spoke-okn,curated knowledge;differential molecular activity,2,1,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
SPOCK1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
TGFBR3,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
TM2D3,2,gene-expression-atlas-okn;spoke-okn,curated knowledge;differential molecular activity,2,1,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
TPI1,2,gene-expression-atlas-okn;rdkg,curated knowledge;differential molecular activity,2,1,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
UNC5C-AS1,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,non-coding RNA,14.0,B
VWA8,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
WDR7,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,14.0,B
ZNRF3,2,biomarkerkg;gene-expression-atlas-okn,differential molecular activity;genetic association,2,0,1,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,14.0,B
SORT1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,DE >=2 regions,1,1.15,0,2,down,0,0,,protein-coding,13.86,B
GAPDH,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,DE >=2 regions,1,,1,2,down,0,0,,protein-coding,13.75,B
SPI1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,CSF/imaging endophenotype,1,3.67,0,0,,0,0,,protein-coding,13.75,B
TARDBP,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,DE >=2 regions,1,,1,2,down,0,0,,protein-coding,13.75,B
SETD7,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,3.35,0,1,up,0,0,,protein-coding,13.51,B
ESR1,2,prokn;rdkg,curated knowledge;genetic association,2,1,1,0,,0,,2,0,,0,1,ESTRADIOL;RALOXIFENE,protein-coding,13.5,B
PRKD3,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,3.17,0,0,,0,0,,protein-coding,13.38,B
TRAPPC6A,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy;CSF/imaging endophenotype,2,1.81,0,0,,0,0,,protein-coding,13.36,B
UNC5CL,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,3.01,0,0,,0,0,,protein-coding,13.26,B
BLNK,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,4.12,0,0,,0,0,,protein-coding,13.09,B
HS3ST5,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.72,0,1,up,0,0,,protein-coding,13.04,B
APOC4,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy;CSF/imaging endophenotype,2,1.35,0,0,,0,0,,protein-coding,13.01,B
ICA1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.68,0,1,down,0,0,,protein-coding,13.01,B
CR1L,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,3.97,0,0,,0,0,,protein-coding,12.98,B
RHOH,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,3.89,0,0,,0,0,,protein-coding,12.92,B
ICA1L,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,2.37,0,0,,0,0,,protein-coding,12.78,B
SCIMP,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,2.38,0,0,,0,0,,protein-coding,12.78,B
PPARG,2,prokn;rdkg,curated knowledge;genetic association,2,1,1,0,,0,,1,0,,0,1,ROSIGLITAZONE,protein-coding,12.75,B
WDR12,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,2.33,0,0,,0,0,,protein-coding,12.75,B
ATP8B4,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,3.66,0,0,,0,0,,protein-coding,12.74,B
ITGB1BP1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.31,0,1,down,0,0,,protein-coding,12.73,B
EGFR,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,2.22,0,2,up,0,0,,protein-coding,12.66,B
TUSC3,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,2.22,0,2,down,0,0,,protein-coding,12.66,B
ZBTB20,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,2.02,0,2,up,0,0,,protein-coding,12.52,B
MYO15A,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,2.01,0,0,,0,0,,protein-coding,12.51,B
CTSD,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,2,1,down,0,0,,protein-coding,12.5,B
SNX1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.97,0,1,down,0,0,,protein-coding,12.48,B
KLC1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,1.92,0,2,up,0,0,,protein-coding,12.44,B
PPP1R37,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,1.84,0,0,,0,0,,protein-coding,12.38,B
TNIP1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,3.14,0,0,,0,0,,protein-coding,12.36,B
SHARPIN,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,1.78,0,0,,0,0,,protein-coding,12.34,B
TSPAN14,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,3.04,0,0,,0,0,,protein-coding,12.28,B
BCKDK,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.6,0,1,down,0,0,,protein-coding,12.2,B
MYO1C,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,1.6,0,2,up,0,0,,protein-coding,12.2,B
ZMAT4,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,1.52,0,2,down,0,0,,protein-coding,12.14,B
DOC2A,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.46,0,1,down,0,0,,protein-coding,12.1,B
HLA-DQA1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,2.69,0,0,,0,0,,protein-coding,12.02,B
PLEKHA1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.68,0,0,,0,0,,protein-coding,12.01,B
RBFOX3,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,CSF/imaging endophenotype,1,,0,1,down,0,0,,protein-coding,12.0,B
RIN3,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,3.86,0,0,,0,0,,protein-coding,11.9,B
HLA-DRB5,2,digcfdekg;rdkg,curated knowledge;genetic association,2,1,1,0,CSF/imaging endophenotype,1,1.18,0,0,,0,0,,protein-coding,11.88,B
DLG4,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.13,0,1,down,0,0,,protein-coding,11.85,B
SIGLEC11,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,1.09,0,0,,0,0,,protein-coding,11.82,B
SNCA,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,1,1,down,0,0,,protein-coding,11.75,B
TLR4,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,1,1,up,0,0,,protein-coding,11.75,B
ARFGEF2,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,3.66,0,1,down,0,0,,protein-coding,11.74,B
HSPG2,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.29,0,0,,0,0,,protein-coding,11.72,B
RBCK1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.25,0,0,,0,0,,protein-coding,11.69,B
KLF16,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,2.21,0,0,,0,0,,protein-coding,11.66,B
REN,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,3.51,0,0,,0,0,,protein-coding,11.63,B
REXO1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.98,0,0,,0,0,,protein-coding,11.48,B
SLC26A1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.92,0,0,,0,0,,protein-coding,11.44,B
IDUA,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.91,0,0,,0,0,,protein-coding,11.43,B
C17orf107,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.9,0,0,,0,0,,protein-coding,11.42,B
TPCN1,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.58,0,0,,0,0,,protein-coding,11.18,B
APCS,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.53,0,0,,0,0,,protein-coding,11.15,B
ADAMTS4,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,11.0,B
CYCS,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,11.0,B
DAB1,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,1,down,0,0,,protein-coding,11.0,B
MGMT,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,11.0,B
GRAMD1B,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.61,0,0,,0,0,,protein-coding,10.96,B
MPDZ,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.62,0,0,,0,0,,protein-coding,10.96,B
PRSS36,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.24,0,0,,0,0,,protein-coding,10.93,B
WDR81,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.23,0,0,,0,0,,protein-coding,10.92,B
TNFSF12-TNFSF13,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.18,0,0,,0,0,,protein-coding,10.88,B
ALPK2,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.49,0,0,,0,0,,protein-coding,10.87,B
TNFSF13,2,digcfdekg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,1.14,0,0,,0,0,,protein-coding,10.86,B
ANAPC1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.04,0,1,down,0,0,,protein-coding,10.78,B
NEGR1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.04,0,1,down,0,0,,protein-coding,10.78,B
AKT1,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,1,0,,0,0,,protein-coding,10.75,B
CHAT,2,prokn;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,1,0,,0,0,,protein-coding,10.75,B
TFAM,2,prokn;rdkg,curated knowledge;genetic association,2,1,1,0,,0,,1,0,,0,0,,protein-coding,10.75,B
GPC6,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,2.29,0,0,,0,0,,protein-coding,10.72,B
DSCAM,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,3.45,0,0,,0,0,,protein-coding,10.59,B
EGLN3,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.12,0,0,,0,0,,protein-coding,10.59,B
MYO16,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,2.08,0,1,down,0,0,,protein-coding,10.56,B
LRP1,2,digcfdekg;prokn,genetic association,1,0,1,0,,0,2.16,1,0,,0,0,,protein-coding,10.37,B
ZSCAN12,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,3.15,0,0,,0,0,,protein-coding,10.36,B
CHID1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.72,0,1,down,0,0,,protein-coding,10.29,B
SLCO1C1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.64,0,1,up,0,0,,protein-coding,10.23,B
ADAMTS2,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.55,0,1,up,0,0,,protein-coding,10.16,B
STAG1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.51,0,0,,0,0,,protein-coding,10.13,B
BMPER,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.47,0,0,,0,0,,protein-coding,10.1,B
ATP2C1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,2.71,0,0,,0,0,,protein-coding,10.03,B
ADK,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.34,0,1,down,0,0,,protein-coding,10.01,B
ARHGAP45,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
BCAM,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
BCHE,2,rdkg;spoke-okn,curated knowledge,1,1,0,0,family-history proxy,1,,0,1,down,0,0,,protein-coding,10.0,B
BCL3,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
CACNA1G,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
CBLC,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
CELF1,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
FBXL7,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
KIR3DL2,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
MAOB,2,rdkg;spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,1,SELEGILINE HYDROCHLORIDE,protein-coding,10.0,B
MRC1,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
OARD1,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
PCDH11X,2,biomarkerkg;rdkg,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
PRKN,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
RELN,2,biomarkerkg;rdkg,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
SLC24A4,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
UMAD1,2,biomarkerkg;spoke-okn,curated knowledge;genetic association,2,1,1,0,,0,,0,0,,0,0,,protein-coding,10.0,B
SQSTM1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.24,0,1,down,0,0,,protein-coding,9.93,B
SPPL2A,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,2.42,0,0,,0,0,,protein-coding,9.82,B
NFATC2,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.06,0,1,up,0,0,,protein-coding,9.8,B
CLPTM1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.05,0,0,,0,0,,protein-coding,9.79,B
NCKAP5,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.02,0,0,,0,0,,protein-coding,9.76,B
SENP7,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,2.0,0,0,,0,0,,protein-coding,9.5,B
CAMTA1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.89,0,0,,0,0,,protein-coding,9.42,B
DGKQ,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.69,0,0,,0,0,,protein-coding,9.27,B
CENPE,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.66,0,0,,0,0,,protein-coding,9.24,B
RELB,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.64,0,0,,0,0,,protein-coding,9.23,B
C12orf42,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.61,0,0,,0,0,,protein-coding,9.21,B
CRK,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.55,0,0,,0,0,,protein-coding,9.16,B
DNAH12,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.54,0,0,,0,0,,protein-coding,9.15,B
MAMSTR,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.49,0,0,,0,0,,protein-coding,9.12,B
TRPM1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.48,0,0,,0,0,,protein-coding,9.11,B
KAT8,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.41,0,0,,0,0,,protein-coding,9.06,B
FCER1G,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.38,0,0,,0,0,,protein-coding,9.04,B
MBD3,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.38,0,0,,0,0,,protein-coding,9.04,B
MSRA,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.37,0,0,,0,0,,protein-coding,9.03,B
TMEM184A,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.37,0,0,,0,0,,protein-coding,9.03,B
CST3,2,rdkg;spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,9.0,B
UNC5C,2,rdkg;spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,9.0,B
RASIP1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.23,0,0,,0,0,,protein-coding,8.92,B
TFR2,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.15,0,0,,0,0,,protein-coding,8.86,B
RBM20,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.11,0,0,,0,0,,protein-coding,8.83,B
COL25A1,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,8.8,B
CPNE8,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,8.8,B
DEDD,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,8.77,B
GLI2,2,biomarkerkg;digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,8.76,B
CELF2,2,biomarkerkg;prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,8.75,B
HMOX1,2,rdkg;spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,8.0,B
IL1B,2,rdkg;spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,8.0,B
