sym,goid,goLabel
SHH,GO_0061053,somite development
PAX6,GO_0061072,iris morphogenesis
NR1H4,GO_0061178,regulation of insulin secretion involved in cellular response to glucose stimulus
SHH,GO_0061189,positive regulation of sclerotome development
PAX6,GO_0061303,cornea development in camera-type eye
COL4A1,GO_0061304,retinal blood vessel morphogenesis
COL4A1,GO_0061333,renal tubule morphogenesis
OPRM1,GO_0061358,negative regulation of Wnt protein secretion
NFE2L2,GO_0061431,cellular response to methionine
IL6,GO_0061470,T follicular helper cell differentiation
CEBPB,GO_0061515,myeloid cell development
CSF1,GO_0061518,microglial cell proliferation
CAT,GO_0061692,cellular detoxification of hydrogen peroxide
NR3C1,GO_0061744,motor behavior
PRKAA1,GO_0061744,motor behavior
ICAM1,GO_0061756,leukocyte adhesion to vascular endothelial cell
PRKAA1,GO_0061762,CAMKK-AMPK signaling cascade
LDLR,GO_0061771,response to caloric restriction
CXCL8,GO_0061844,antimicrobial humoral immune response mediated by antimicrobial peptide
ADRB2,GO_0061885,positive regulation of mini excitatory postsynaptic potential
IL6,GO_0061888,regulation of astrocyte activation
LDLR,GO_0061889,negative regulation of astrocyte activation
PRKAA1,GO_0062028,regulation of stress granule assembly
TP53,GO_0062100,positive regulation of programmed necrotic cell death
TSPO,GO_0062100,positive regulation of programmed necrotic cell death
TP53,GO_0065003,protein-containing complex assembly
FAS,GO_0065003,protein-containing complex assembly
CD40,GO_0065003,protein-containing complex assembly
HSF1,GO_0065003,protein-containing complex assembly
IL6,GO_0070050,neuron cellular homeostasis
SLC6A2,GO_0070050,neuron cellular homeostasis
PRKAA1,GO_0070050,neuron cellular homeostasis
TP53,GO_0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
XBP1,GO_0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
CEBPB,GO_0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
DDIT3,GO_0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
BAX,GO_0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
IL6,GO_0070091,glucagon secretion
IL6,GO_0070092,regulation of glucagon secretion
CCL2,GO_0070098,chemokine-mediated signaling pathway
IL6R,GO_0070102,interleukin-6-mediated signaling pathway
IL6,GO_0070102,interleukin-6-mediated signaling pathway
SRC,GO_0070102,interleukin-6-mediated signaling pathway
IL6R,GO_0070120,ciliary neurotrophic factor-mediated signaling pathway
CCND1,GO_0070141,response to UV-A
TGFB1,GO_0070168,negative regulation of biomineral tissue development
TP53,GO_0070245,positive regulation of thymocyte apoptotic process
CASP3,GO_0070269,pyroptotic inflammatory response
FABP1,GO_0070301,cellular response to hydrogen peroxide
IL6,GO_0070301,cellular response to hydrogen peroxide
NFE2L2,GO_0070301,cellular response to hydrogen peroxide
PRKAA1,GO_0070301,cellular response to hydrogen peroxide
SLCO1B1,GO_0070327,thyroid hormone transport
LPL,GO_0070328,triglyceride homeostasis
RORA,GO_0070328,triglyceride homeostasis
ADORA1,GO_0070328,triglyceride homeostasis
HNF4A,GO_0070328,triglyceride homeostasis
NR1H4,GO_0070328,triglyceride homeostasis
IL6R,GO_0070345,negative regulation of fat cell proliferation
IL6,GO_0070345,negative regulation of fat cell proliferation
CYP1A1,GO_0070365,hepatocyte differentiation
HSPA1A,GO_0070370,cellular heat acclimation
MYC,GO_0070371,ERK1 and ERK2 cascade
EGF,GO_0070371,ERK1 and ERK2 cascade
EZR,GO_0070373,negative regulation of ERK1 and ERK2 cascade
DUSP3,GO_0070373,negative regulation of ERK1 and ERK2 cascade
SIRT3,GO_0070373,negative regulation of ERK1 and ERK2 cascade
TGFB1,GO_0070374,positive regulation of ERK1 and ERK2 cascade
TNF,GO_0070374,positive regulation of ERK1 and ERK2 cascade
FGF2,GO_0070374,positive regulation of ERK1 and ERK2 cascade
SRC,GO_0070374,positive regulation of ERK1 and ERK2 cascade
DRD2,GO_0070374,positive regulation of ERK1 and ERK2 cascade
ICAM1,GO_0070374,positive regulation of ERK1 and ERK2 cascade
ADORA2A,GO_0070374,positive regulation of ERK1 and ERK2 cascade
KDR,GO_0070374,positive regulation of ERK1 and ERK2 cascade
OPRM1,GO_0070374,positive regulation of ERK1 and ERK2 cascade
HTR2C,GO_0070374,positive regulation of ERK1 and ERK2 cascade
FOXO1,GO_0070417,cellular response to cold
HSPA1A,GO_0070434,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
SERPINE1,GO_0070495,negative regulation of thrombin-activated receptor signaling pathway
EGR1,GO_0070498,interleukin-1-mediated signaling pathway
PRKAA1,GO_0070507,regulation of microtubule cytoskeleton organization
LDLR,GO_0070508,cholesterol import
IL17A,GO_0070534,protein K63-linked ubiquitination
FOXO3,GO_0070542,response to fatty acid
CAT,GO_0070542,response to fatty acid
SREBF1,GO_0070542,response to fatty acid
FOXO1,GO_0070542,response to fatty acid
HMGCS2,GO_0070542,response to fatty acid
HMGCS2,GO_0070543,response to linoleic acid
SRC,GO_0070555,response to interleukin-1
CD38,GO_0070555,response to interleukin-1
SELE,GO_0070555,response to interleukin-1
VDR,GO_0070561,vitamin D receptor signaling pathway
CYP24A1,GO_0070561,vitamin D receptor signaling pathway
VDR,GO_0070564,positive regulation of vitamin D receptor signaling pathway
RXRA,GO_0070564,positive regulation of vitamin D receptor signaling pathway
DDIT3,GO_0070585,protein localization to mitochondrion
TSPO,GO_0070585,protein localization to mitochondrion
OPRM1,GO_0070588,calcium ion transmembrane transport
ABCG2,GO_0070633,transepithelial transport
IL2,GO_0070665,positive regulation of leukocyte proliferation
TGFB1,GO_0070723,response to cholesterol
MYC,GO_0070848,response to growth factor
NR1H4,GO_0070857,regulation of bile acid biosynthetic process
CYP1A2,GO_0070989,oxidative demethylation
CYP2C9,GO_0070989,oxidative demethylation
CYP3A4,GO_0070989,oxidative demethylation
ESR1,GO_0071168,protein localization to chromatin
TNF,GO_0071219,cellular response to molecule of bacterial origin
NR1I2,GO_0071219,cellular response to molecule of bacterial origin
AHR,GO_0071219,cellular response to molecule of bacterial origin
SERPINE1,GO_0071222,cellular response to lipopolysaccharide
TNF,GO_0071222,cellular response to lipopolysaccharide
RARA,GO_0071222,cellular response to lipopolysaccharide
MMP3,GO_0071222,cellular response to lipopolysaccharide
MMP9,GO_0071222,cellular response to lipopolysaccharide
CXCL8,GO_0071222,cellular response to lipopolysaccharide
IL6,GO_0071222,cellular response to lipopolysaccharide
CCL2,GO_0071222,cellular response to lipopolysaccharide
CD40,GO_0071222,cellular response to lipopolysaccharide
CEBPB,GO_0071222,cellular response to lipopolysaccharide
TNFRSF1A,GO_0071222,cellular response to lipopolysaccharide
TSPO,GO_0071222,cellular response to lipopolysaccharide
XBP1,GO_0071222,cellular response to lipopolysaccharide
NR1H4,GO_0071222,cellular response to lipopolysaccharide
PPARD,GO_0071222,cellular response to lipopolysaccharide
HMGCS2,GO_0071222,cellular response to lipopolysaccharide
XBP1,GO_0071230,cellular response to amino acid stimulus
HMGCS2,GO_0071230,cellular response to amino acid stimulus
PTEN,GO_0071257,cellular response to electrical stimulus
COL1A1,GO_0071260,cellular response to mechanical stimulus
TGFB1,GO_0071260,cellular response to mechanical stimulus
FGF2,GO_0071260,cellular response to mechanical stimulus
CD40,GO_0071260,cellular response to mechanical stimulus
FAS,GO_0071260,cellular response to mechanical stimulus
TNFRSF1A,GO_0071260,cellular response to mechanical stimulus
HSF1,GO_0071276,cellular response to cadmium ion
PRKAA1,GO_0071277,cellular response to calcium ion
CYP1A1,GO_0071280,cellular response to copper ion
HSF1,GO_0071280,cellular response to copper ion
TSPO,GO_0071294,cellular response to zinc ion
COL1A1,GO_0071300,cellular response to retinoic acid
TNF,GO_0071300,cellular response to retinoic acid
DRD2,GO_0071300,cellular response to retinoic acid
RARA,GO_0071300,cellular response to retinoic acid
RXRB,GO_0071300,cellular response to retinoic acid
CYP24A1,GO_0071305,cellular response to vitamin D
COL1A1,GO_0071306,cellular response to vitamin E
OPRM1,GO_0071315,cellular response to morphine
TNF,GO_0071316,cellular response to nicotine
AHR,GO_0071320,cellular response to cAMP
XBP1,GO_0071332,cellular response to fructose stimulus
PPARA,GO_0071332,cellular response to fructose stimulus
COL1A1,GO_0071333,cellular response to glucose stimulus
TGFB1,GO_0071333,cellular response to glucose stimulus
FOXO3,GO_0071333,cellular response to glucose stimulus
XBP1,GO_0071333,cellular response to glucose stimulus
PRKAA1,GO_0071333,cellular response to glucose stimulus
TNF,GO_0071346,cellular response to type II interferon
CCL2,GO_0071346,cellular response to type II interferon
CXCL8,GO_0071347,cellular response to interleukin-1
CCL2,GO_0071347,cellular response to interleukin-1
CEBPB,GO_0071347,cellular response to interleukin-1
CD40,GO_0071347,cellular response to interleukin-1
HIF1A,GO_0071347,cellular response to interleukin-1
XBP1,GO_0071353,cellular response to interleukin-4
FOS,GO_0071356,cellular response to tumor necrosis factor
COL1A1,GO_0071356,cellular response to tumor necrosis factor
CXCL8,GO_0071356,cellular response to tumor necrosis factor
CCL2,GO_0071356,cellular response to tumor necrosis factor
CD40,GO_0071356,cellular response to tumor necrosis factor
VCAM1,GO_0071356,cellular response to tumor necrosis factor
NFE2L2,GO_0071356,cellular response to tumor necrosis factor
DRD2,GO_0071361,cellular response to ethanol
PRKAA1,GO_0071361,cellular response to ethanol
CAT,GO_0071363,cellular response to growth factor stimulus
TGFB1,GO_0071363,cellular response to growth factor stimulus
OPRD1,GO_0071363,cellular response to growth factor stimulus
COL1A1,GO_0071364,cellular response to epidermal growth factor stimulus
FOS,GO_0071364,cellular response to epidermal growth factor stimulus
DUSP3,GO_0071364,cellular response to epidermal growth factor stimulus
FOS,GO_0071374,cellular response to parathyroid hormone stimulus
SRC,GO_0071375,cellular response to peptide hormone stimulus
XBP1,GO_0071375,cellular response to peptide hormone stimulus
NR4A2,GO_0071376,cellular response to corticotropin-releasing hormone stimulus
PTGER2,GO_0071380,cellular response to prostaglandin E stimulus
NR3C1,GO_0071383,cellular response to steroid hormone stimulus
AR,GO_0071383,cellular response to steroid hormone stimulus
HSPA1A,GO_0071383,cellular response to steroid hormone stimulus
NR3C1,GO_0071385,cellular response to glucocorticoid stimulus
BCL2L11,GO_0071385,cellular response to glucocorticoid stimulus
HMGCS2,GO_0071385,cellular response to glucocorticoid stimulus
FOXO3,GO_0071386,cellular response to corticosterone stimulus
RARA,GO_0071391,cellular response to estrogen stimulus
SP1,GO_0071391,cellular response to estrogen stimulus
AR,GO_0071391,cellular response to estrogen stimulus
ESR1,GO_0071392,cellular response to estradiol stimulus
ESR2,GO_0071392,cellular response to estradiol stimulus
SRC,GO_0071393,cellular response to progesterone stimulus
AR,GO_0071394,cellular response to testosterone stimulus
LDLR,GO_0071398,cellular response to fatty acid
LPL,GO_0071398,cellular response to fatty acid
SREBF1,GO_0071398,cellular response to fatty acid
HMGCS2,GO_0071398,cellular response to fatty acid
PDK4,GO_0071398,cellular response to fatty acid
NR1H4,GO_0071398,cellular response to fatty acid
LDLR,GO_0071404,cellular response to low-density lipoprotein particle stimulus
TGFB1,GO_0071404,cellular response to low-density lipoprotein particle stimulus
RXRA,GO_0071404,cellular response to low-density lipoprotein particle stimulus
PPARG,GO_0071404,cellular response to low-density lipoprotein particle stimulus
FAS,GO_0071455,cellular response to hyperoxia
FOXO1,GO_0071455,cellular response to hyperoxia
TP53,GO_0071456,cellular response to hypoxia
MYC,GO_0071456,cellular response to hypoxia
FOS,GO_0071456,cellular response to hypoxia
TGFB1,GO_0071456,cellular response to hypoxia
FOXO3,GO_0071456,cellular response to hypoxia
FABP1,GO_0071456,cellular response to hypoxia
CCND1,GO_0071456,cellular response to hypoxia
RORA,GO_0071456,cellular response to hypoxia
PPARG,GO_0071456,cellular response to hypoxia
OPRD1,GO_0071456,cellular response to hypoxia
PRKAA1,GO_0071456,cellular response to hypoxia
HIF1A,GO_0071456,cellular response to hypoxia
NFE2L2,GO_0071456,cellular response to hypoxia
CDKN1A,GO_0071460,cellular response to cell-matrix adhesion
PIK3CA,GO_0071464,cellular response to hydrostatic pressure
TP53,GO_0071466,cellular response to xenobiotic stimulus
MYC,GO_0071466,cellular response to xenobiotic stimulus
CD69,GO_0071466,cellular response to xenobiotic stimulus
PRKAA1,GO_0071466,cellular response to xenobiotic stimulus
TSPO,GO_0071476,cellular hypotonic response
TGFB1,GO_0071479,cellular response to ionizing radiation
TP53,GO_0071479,cellular response to ionizing radiation
TNF,GO_0071479,cellular response to ionizing radiation
CDKN1A,GO_0071479,cellular response to ionizing radiation
TP53,GO_0071480,cellular response to gamma radiation
EGR1,GO_0071480,cellular response to gamma radiation
HSF1,GO_0071480,cellular response to gamma radiation
MMP1,GO_0071492,cellular response to UV-A
TIMP1,GO_0071492,cellular response to UV-A
MMP3,GO_0071492,cellular response to UV-A
MMP9,GO_0071492,cellular response to UV-A
CDKN1A,GO_0071493,cellular response to UV-B
NFE2L2,GO_0071498,cellular response to fluid shear stress
NFE2L2,GO_0071499,cellular response to laminar fluid shear stress
EGR1,GO_0071504,cellular response to heparin
EGR1,GO_0071506,cellular response to mycophenolic acid
KDR,GO_0071526,semaphorin-plexin signaling pathway
NR4A2,GO_0071542,dopaminergic neuron differentiation
SHH,GO_0071542,dopaminergic neuron differentiation
FOXO3,GO_0071548,response to dexamethasone
PIK3CA,GO_0071548,response to dexamethasone
TGFB1,GO_0071549,cellular response to dexamethasone stimulus
NR3C1,GO_0071549,cellular response to dexamethasone stimulus
COL1A1,GO_0071560,cellular response to transforming growth factor beta stimulus
NR3C1,GO_0071560,cellular response to transforming growth factor beta stimulus
FOS,GO_0071560,cellular response to transforming growth factor beta stimulus
TGFB1,GO_0071560,cellular response to transforming growth factor beta stimulus
NR1H4,GO_0071638,negative regulation of monocyte chemotactic protein-1 production
TGFB1,GO_0071677,positive regulation of mononuclear cell migration
TNF,GO_0071677,positive regulation of mononuclear cell migration
COL4A1,GO_0071711,basement membrane organization
COL3A1,GO_0071711,basement membrane organization
ABCC3,GO_0071716,leukotriene transport
MMP3,GO_0071732,cellular response to nitric oxide
FOXO1,GO_0071732,cellular response to nitric oxide
TNF,GO_0071803,positive regulation of podosome assembly
DRD1,GO_0071870,cellular response to catecholamine stimulus
ADRB2,GO_0071875,adrenergic receptor signaling pathway
ADRA2C,GO_0071875,adrenergic receptor signaling pathway
ADRB2,GO_0071880,adenylate cyclase-activating adrenergic receptor signaling pathway
ADRB1,GO_0071880,adenylate cyclase-activating adrenergic receptor signaling pathway
ADRB2,GO_0071881,adenylate cyclase-inhibiting adrenergic receptor signaling pathway
ADRA2C,GO_0071881,adenylate cyclase-inhibiting adrenergic receptor signaling pathway
CASP3,GO_0071887,leukocyte apoptotic process
TGFB1,GO_0071895,odontoblast differentiation
REV3L,GO_0071897,DNA biosynthetic process
SLC22A1,GO_0071934,thiamine transmembrane transport
FGF2,GO_0072089,stem cell proliferation
EGR1,GO_0072110,glomerular mesangial cell proliferation
IL6R,GO_0072126,positive regulation of glomerular mesangial cell proliferation
SHH,GO_0072136,metanephric mesenchymal cell proliferation involved in metanephros development
SHH,GO_0072205,metanephric collecting duct development
SLC22A1,GO_0072237,metanephric proximal tubule development
EGR1,GO_0072303,positive regulation of glomerular metanephric mesangial cell proliferation
TP53,GO_0072331,signal transduction by p53 class mediator
CDKN1A,GO_0072331,signal transduction by p53 class mediator
TP53,GO_0072332,intrinsic apoptotic signaling pathway by p53 class mediator
CASP3,GO_0072347,response to anesthetic
FOS,GO_0072375,medium-term memory
THBD,GO_0072377,"blood coagulation, common pathway"
F3,GO_0072378,"blood coagulation, fibrin clot formation"
SLC22A1,GO_0072530,purine-containing compound transmembrane transport
IL17A,GO_0072537,fibroblast activation
IL17A,GO_0072538,T-helper 17 type immune response
RORA,GO_0072539,T-helper 17 cell differentiation
RORC,GO_0072539,T-helper 17 cell differentiation
IL6,GO_0072540,T-helper 17 cell lineage commitment
IL6R,GO_0072540,T-helper 17 cell lineage commitment
IL6,GO_0072574,hepatocyte proliferation
CEBPB,GO_0072574,hepatocyte proliferation
TNF,GO_0072577,endothelial cell apoptotic process
TSPO,GO_0072656,maintenance of protein location in mitochondrion
PRKAA1,GO_0072657,protein localization to membrane
TNF,GO_0072659,protein localization to plasma membrane
EZR,GO_0072659,protein localization to plasma membrane
TNFRSF1A,GO_0072659,protein localization to plasma membrane
PRKAA1,GO_0072659,protein localization to plasma membrane
EZR,GO_0072697,protein localization to cell cortex
TP53,GO_0072717,cellular response to actinomycin D
CAT,GO_0072722,response to amitrole
CASP3,GO_0072734,cellular response to staurosporine
HSF1,GO_0072738,cellular response to diamide
JUN,GO_0072740,cellular response to anisomycin
PEG10,GO_0075523,viral translational frameshifting
EGF,GO_0080090,regulation of primary metabolic process
DRD4,GO_0080090,regulation of primary metabolic process
IL17A,GO_0080090,regulation of primary metabolic process
OPRM1,GO_0080135,regulation of cellular response to stress
CAT,GO_0080184,response to phenylpropanoid
TGFB1,GO_0085029,extracellular matrix assembly
PIK3CA,GO_0086003,cardiac muscle cell contraction
ADORA1,GO_0086004,regulation of cardiac muscle cell contraction
SRC,GO_0086091,regulation of heart rate by cardiac conduction
CXCL8,GO_0090023,positive regulation of neutrophil chemotaxis
CREB3,GO_0090026,positive regulation of monocyte chemotaxis
SERPINE1,GO_0090026,positive regulation of monocyte chemotaxis
CD40,GO_0090037,positive regulation of protein kinase C signaling
FGF2,GO_0090050,positive regulation of cell migration involved in sprouting angiogenesis
KDR,GO_0090050,positive regulation of cell migration involved in sprouting angiogenesis
HSPA1A,GO_0090063,positive regulation of microtubule nucleation
HSPA1A,GO_0090084,negative regulation of inclusion body assembly
IGFBP1,GO_0090090,negative regulation of canonical Wnt signaling pathway
GLI1,GO_0090090,negative regulation of canonical Wnt signaling pathway
EGR1,GO_0090090,negative regulation of canonical Wnt signaling pathway
DDIT3,GO_0090090,negative regulation of canonical Wnt signaling pathway
PLAU,GO_0090091,positive regulation of extracellular matrix disassembly
IL6,GO_0090091,positive regulation of extracellular matrix disassembly
PLAUR,GO_0090091,positive regulation of extracellular matrix disassembly
MYC,GO_0090096,positive regulation of metanephric cap mesenchymal cell proliferation
LDLR,GO_0090118,receptor-mediated endocytosis involved in cholesterol transport
ACTA1,GO_0090131,mesenchyme migration
LDLR,GO_0090181,regulation of cholesterol metabolic process
NR1H4,GO_0090181,regulation of cholesterol metabolic process
TGFB1,GO_0090190,positive regulation of branching involved in ureteric bud morphogenesis
BCL2L11,GO_0090200,positive regulation of release of cytochrome c from mitochondria
TP53,GO_0090200,positive regulation of release of cytochrome c from mitochondria
MMP9,GO_0090200,positive regulation of release of cytochrome c from mitochondria
BAX,GO_0090200,positive regulation of release of cytochrome c from mitochondria
PLAUR,GO_0090200,positive regulation of release of cytochrome c from mitochondria
HGF,GO_0090201,negative regulation of release of cytochrome c from mitochondria
PPARG,GO_0090258,negative regulation of mitochondrial fission
EGF,GO_0090263,positive regulation of canonical Wnt signaling pathway
TGFB1,GO_0090263,positive regulation of canonical Wnt signaling pathway
COL1A1,GO_0090263,positive regulation of canonical Wnt signaling pathway
EGF,GO_0090279,regulation of calcium ion import
CCL2,GO_0090280,positive regulation of calcium ion import
CHRM1,GO_0090316,positive regulation of intracellular protein transport
TNF,GO_0090324,negative regulation of oxidative phosphorylation
DRD2,GO_0090325,regulation of locomotion involved in locomotory behavior
CYP2C9,GO_0090346,organofluorine metabolic process
HNF4A,GO_0090368,regulation of ornithine metabolic process
EGF,GO_0090370,negative regulation of cholesterol efflux
SHH,GO_0090370,negative regulation of cholesterol efflux
PTEN,GO_0090394,negative regulation of excitatory postsynaptic potential
TP53,GO_0090398,cellular senescence
CDKN1A,GO_0090398,cellular senescence
TP53,GO_0090399,replicative senescence
SERPINE1,GO_0090399,replicative senescence
CDKN1A,GO_0090399,replicative senescence
CDKN1A,GO_0090400,stress-induced premature senescence
TP53,GO_0090403,oxidative stress-induced premature senescence
SLC6A2,GO_0090493,catecholamine uptake
SLC22A1,GO_0090494,dopamine uptake
SLC6A3,GO_0090494,dopamine uptake
TNF,GO_0090594,inflammatory response to wounding
IL6,GO_0090594,inflammatory response to wounding
CHRM1,GO_0095500,acetylcholine receptor signaling pathway
FOXO1,GO_0097009,energy homeostasis
PRKAA1,GO_0097009,energy homeostasis
PPARD,GO_0097009,energy homeostasis
THRB,GO_0097067,cellular response to thyroid hormone stimulus
PTEN,GO_0097105,presynaptic membrane assembly
PTEN,GO_0097107,postsynaptic density assembly
SERPINE1,GO_0097187,dentinogenesis
TP53,GO_0097190,apoptotic signaling pathway
CD38,GO_0097190,apoptotic signaling pathway
ADORA1,GO_0097190,apoptotic signaling pathway
SHH,GO_0097190,apoptotic signaling pathway
PPARD,GO_0097190,apoptotic signaling pathway
BAX,GO_0097190,apoptotic signaling pathway
CASP3,GO_0097190,apoptotic signaling pathway
TNF,GO_0097191,extrinsic apoptotic signaling pathway
TGFB1,GO_0097191,extrinsic apoptotic signaling pathway
IL6R,GO_0097191,extrinsic apoptotic signaling pathway
FAS,GO_0097191,extrinsic apoptotic signaling pathway
BAX,GO_0097191,extrinsic apoptotic signaling pathway
TP53,GO_0097193,intrinsic apoptotic signaling pathway
CDKN1A,GO_0097193,intrinsic apoptotic signaling pathway
BAX,GO_0097193,intrinsic apoptotic signaling pathway
CASP3,GO_0097193,intrinsic apoptotic signaling pathway
BAX,GO_0097194,execution phase of apoptosis
CASP3,GO_0097194,execution phase of apoptosis
TNF,GO_0097237,cellular response to toxic substance
OPRD1,GO_0097237,cellular response to toxic substance
LDLR,GO_0097242,amyloid-beta clearance
TP53,GO_0097252,oligodendrocyte apoptotic process
SHH,GO_0097264,self proteolysis
CYP1A1,GO_0097267,omega-hydroxylase P450 pathway
CYP1A2,GO_0097267,omega-hydroxylase P450 pathway
CYP2C9,GO_0097267,omega-hydroxylase P450 pathway
CYP2C19,GO_0097267,omega-hydroxylase P450 pathway
DRD2,GO_0097305,response to alcohol
IL17A,GO_0097400,interleukin-17-mediated signaling pathway
TGFB1,GO_0097421,liver regeneration
TNF,GO_0097421,liver regeneration
IL6,GO_0097421,liver regeneration
GLI1,GO_0097421,liver regeneration
CEBPB,GO_0097421,liver regeneration
COL3A1,GO_0097435,supramolecular fiber organization
BAX,GO_0097435,supramolecular fiber organization
TNF,GO_0097527,necroptotic signaling pathway
FAS,GO_0097527,necroptotic signaling pathway
IL17A,GO_0097530,granulocyte migration
IL6R,GO_0097696,cell surface receptor signaling pathway via STAT
IL6,GO_0097696,cell surface receptor signaling pathway via STAT
IL2,GO_0097696,cell surface receptor signaling pathway via STAT
ABCG2,GO_0097744,renal urate salt excretion
ADRB2,GO_0097746,blood vessel diameter maintenance
TGFB1,GO_0098586,cellular response to virus
IL6,GO_0098586,cellular response to virus
BAX,GO_0098586,cellular response to virus
ICAM1,GO_0098609,cell-cell adhesion
VCAM1,GO_0098609,cell-cell adhesion
SELP,GO_0098609,cell-cell adhesion
DRD4,GO_0098664,G protein-coupled serotonin receptor signaling pathway
HTR2C,GO_0098664,G protein-coupled serotonin receptor signaling pathway
HTR7,GO_0098664,G protein-coupled serotonin receptor signaling pathway
HTR6,GO_0098664,G protein-coupled serotonin receptor signaling pathway
CASP3,GO_0098693,regulation of synaptic vesicle cycle
EGR1,GO_0098759,cellular response to interleukin-8
SLC6A2,GO_0098810,neurotransmitter reuptake
FABP1,GO_0098869,cellular oxidant detoxification
CASP3,GO_0098883,synapse pruning
EZR,GO_0098974,postsynaptic actin cytoskeleton organization
ADRB2,GO_0098990,AMPA selective glutamate receptor signaling pathway
DRD1,GO_0099010,modification of postsynaptic structure
DRD4,GO_0099149,regulation of postsynaptic neurotransmitter receptor internalization
DRD2,GO_0099170,postsynaptic modulation of chemical synaptic transmission
CHRM1,GO_0099170,postsynaptic modulation of chemical synaptic transmission
DRD2,GO_0099171,presynaptic modulation of chemical synaptic transmission
ADORA2A,GO_0099171,presynaptic modulation of chemical synaptic transmission
DRD1,GO_0099171,presynaptic modulation of chemical synaptic transmission
PLAT,GO_0099183,"trans-synaptic signaling by BDNF, modulating synaptic transmission"
ADORA1,GO_0099509,regulation of presynaptic cytosolic calcium ion concentration
IL17A,GO_0106015,negative regulation of inflammatory response to wounding
ADRB2,GO_0106134,positive regulation of cardiac muscle cell contraction
ADK,GO_0110052,toxic metabolite repair
PIK3CA,GO_0110053,regulation of actin filament organization
NQO1,GO_0110076,negative regulation of ferroptosis
NFE2L2,GO_0110076,negative regulation of ferroptosis
PEG10,GO_0110077,vesicle-mediated intercellular transport
FABP1,GO_0120009,intermembrane lipid transfer
THRA,GO_0120162,positive regulation of cold-induced thermogenesis
ADRB2,GO_0120162,positive regulation of cold-induced thermogenesis
ADRB1,GO_0120162,positive regulation of cold-induced thermogenesis
CEBPB,GO_0120162,positive regulation of cold-induced thermogenesis
TSHR,GO_0120162,positive regulation of cold-induced thermogenesis
HSF1,GO_0120162,positive regulation of cold-induced thermogenesis
DDIT3,GO_0120163,negative regulation of cold-induced thermogenesis
DUSP3,GO_0120183,positive regulation of focal adhesion disassembly
ABCB11,GO_0120189,positive regulation of bile acid secretion
TNF,GO_0120190,negative regulation of bile acid secretion
CYP1A1,GO_0120254,olefinic compound metabolic process
CYP1A2,GO_0120254,olefinic compound metabolic process
PPARG,GO_0140077,positive regulation of lipoprotein transport
RXRA,GO_0140077,positive regulation of lipoprotein transport
ABCG2,GO_0140115,export across plasma membrane
TNF,GO_0140374,antiviral innate immune response
TNF,GO_0140460,response to Gram-negative bacterium
FOS,GO_0140467,integrated stress response signaling
CREB3,GO_0140467,integrated stress response signaling
JUN,GO_0140467,integrated stress response signaling
CEBPB,GO_0140467,integrated stress response signaling
DDIT3,GO_0140467,integrated stress response signaling
NFE2L2,GO_0140467,integrated stress response signaling
DDIT3,GO_0140468,HRI-mediated signaling
ACOX1,GO_0140493,very long-chain fatty acid beta-oxidation
CASP3,GO_0140639,positive regulation of pyroptotic inflammatory response
AR,GO_0140694,membraneless organelle assembly
TGFB1,GO_0141091,transforming growth factor beta receptor superfamily signaling pathway
EZR,GO_0141156,cAMP/PKA signal transduction
PPARG,GO_0141193,nuclear receptor-mediated signaling pathway
NR3C1,GO_0150076,neuroinflammatory response
MMP9,GO_0150077,regulation of neuroinflammatory response
IL6,GO_0150077,regulation of neuroinflammatory response
MMP3,GO_0150077,regulation of neuroinflammatory response
TNF,GO_0150078,positive regulation of neuroinflammatory response
IL6,GO_0150078,positive regulation of neuroinflammatory response
LDLR,GO_0150094,amyloid-beta clearance by cellular catabolic process
SLC22A1,GO_0150104,transport across blood-brain barrier
ABCC3,GO_0150104,transport across blood-brain barrier
ABCG2,GO_0150104,transport across blood-brain barrier
DRD2,GO_0160213,beta-arrestin-dependent dopamine receptor signaling pathway
IL6,GO_1900017,positive regulation of cytokine production involved in inflammatory response
HIF1A,GO_1900017,positive regulation of cytokine production involved in inflammatory response
HSF1,GO_1900034,regulation of cellular response to heat
DRD2,GO_1900038,negative regulation of cellular response to hypoxia
NFE2L2,GO_1900038,negative regulation of cellular response to hypoxia
PPARG,GO_1900076,regulation of cellular response to insulin stimulus
CYP1A1,GO_1900087,positive regulation of G1/S transition of mitotic cell cycle
XBP1,GO_1900100,positive regulation of plasma cell differentiation
SHH,GO_1900107,regulation of nodal signaling pathway
TP53,GO_1900119,positive regulation of execution phase of apoptosis
TNFRSF1A,GO_1900119,positive regulation of execution phase of apoptosis
TGFB1,GO_1900126,negative regulation of hyaluronan biosynthetic process
EGF,GO_1900127,positive regulation of hyaluronan biosynthetic process
DRD2,GO_1900168,positive regulation of glial cell-derived neurotrophic factor production
SHH,GO_1900180,regulation of protein localization to nucleus
TGFB1,GO_1900182,positive regulation of protein localization to nucleus
TNF,GO_1900222,negative regulation of amyloid-beta clearance
